230.00   1.2232   0.9600   0.5974   0.8750   1.1000   0.7500   2.0000  30.0000   1.7000   0.8800
240.00   1.2104   0.9400   0.4880   0.8750   1.0900   0.7500   2.5000  31.0000   1.7000   0.8900
250.00   1.2298   0.9600   0.4709   0.8750   1.1100   0.7500   3.0000  31.0000   1.9000   0.8600
260.00   1.1004   0.9700   0.7621   0.8750   1.1400   0.7500   4.0000  32.0000   1.8000   0.8400
270.00   1.0611   1.0200   0.7724   0.8750   1.1000   0.7500   4.5000  32.0000   1.5000   0.8100
280.00   1.0611   1.0800   0.7666   0.8750   1.0700   0.7500   4.8000  32.0000   1.3000   0.8100
290.00   1.1600   1.1000   0.8222   0.8750   1.2100   0.7500   5.0000  32.0000   1.1000   0.8000
300.00   1.1600   1.1300   0.8222   0.8750   1.2100   0.7500   5.0000  31.0000   0.9000   0.8000
310.00   1.1600   1.1400   0.8062   0.8750   1.1400   0.7500   4.8000  31.0000   0.7000   0.8000
320.00   1.1139   1.1500   0.7666   0.8750   1.0700   0.7500   4.5000  31.0000   0.6000   0.7900
330.00   1.0857   1.1900   0.7012   0.8750   1.0700   0.7500   4.0000  31.0000   0.6000   0.7700
340.00   1.0716   1.2100   0.6816   0.8750   1.2800   0.7500   3.5000  31.0000   0.5000   0.7600
350.00   1.0293   1.2100   0.7890   0.8750   1.4300   0.7500   3.0000  31.0000   0.6000   0.7300
360.00   0.9800   1.2100   0.8807   0.6667   1.4300   0.7500   2.0000  31.0000   0.7000   0.7000
370.00   1.0143   1.2100   0.8679   0.4583   1.4000   0.7500   1.5000  30.0000   0.9000   0.6900
380.00   1.0143   1.2100   0.7707   0.2500   1.3800   0.7500   1.0000  30.0000   1.0000   0.6900
390.00   1.0584   1.2200   0.8161   0.2500   1.3600   0.7500   1.0000  29.0000   1.1000   0.7200
400.00   1.2062   1.2300   0.9296   0.2500   1.3800   0.7500   1.5000  28.0000   0.1000   0.7400
410.00   1.2062   1.2500   1.0253   0.2500   1.4800   0.7500   2.0000  28.0000  -0.9000   0.7400
420.00   1.1396   1.2800   0.9977   0.2500   1.5300   0.7500   2.0000  29.0000  -1.9000   0.7400
430.00   0.8866   1.3100   0.8815   0.2500   1.5500   0.7500   1.5000  31.0000   0.1000   0.6200
440.00   0.9009   1.1000   0.8351   0.2500   1.5500   0.7500   0.4000  31.0000   2.6000   0.6300
450.00   0.7705   1.0000   0.8056   0.2500   1.5200   0.7500   0.0000  30.0000   4.6000   0.6700
460.00   0.6634   0.9000   0.8519   0.2500   1.5200   0.7500  -0.4000  30.0000   5.8000   0.6200
470.00   0.6634   0.9200   0.8916   0.2500   1.5000   0.7500  -0.8000  29.0000   4.6000   0.6200
480.00   0.6138   0.9600   0.9608   0.2500   1.4900   0.7500  -0.8000  29.0000   3.9000   0.6200
490.00   0.6435   1.0300   1.0069   0.2500   1.5000   0.7500  -0.8000  29.0000   3.1000   0.6500
500.00   0.6435   1.0700   1.0602   0.2500   1.5200   0.7500  -0.8000  29.0000   2.1000   0.6500
510.00   0.6402   1.1000   1.0868   0.2500   1.6200   0.7500  -0.8000  29.0000   1.1000   0.6600
520.00   0.6720   1.1200   1.1015   0.2500   1.7000   0.7500  -0.8000  29.0000   0.6000   0.6400
530.00   0.6930   1.1200   1.0746   0.2500   1.5900   0.7500  -0.8000  29.0000   0.6000   0.6600
540.00   0.5355   1.1200   1.0316   0.2500   1.3500   0.7500  -0.8000  28.0000   0.6000   0.8500
550.00   0.5670   1.1200   0.9934   0.2500   1.2000   0.7500  -0.8000  28.0000  -0.4000   0.9000
560.00   0.5985   1.1200   0.9523   0.2500   1.0400   0.7500  -0.8000  28.0000  -0.4000   0.9500
570.00   0.6300   1.1200   1.0000   0.2500   1.0000   0.7500  -0.8000  28.0000  -0.4000   1.0000
