       5     261     240     331
       6     239     221     303
       6     249     229     315
       6     252     233     319
       7     278     256     356
       7     242     223     306
       7     264     243     334
       8     230     212     292
       8     340     285     400
       8     237     218     301
       9     247     228     313
       9     227     209     287
       9     268     247     342
      10     258     238     327
      10     263     243     334
      10     234     216     296
      10     205     188     259
      10     247     227     312
      10     235     217     296
      10     245     226     310
      10     255     235     323
      10     244     225     309
      10     243     225     307
      10     251     231     318
      11     223     206     280
      11     246     227     311
      11     228     210     287
      11     238     220     300
      11     510     425     575
      11     220     203     277
      11     232     214     293
      11     211     194     266
      11     204     188     255
      12     225     207     284
      12     245     226     310
      12     213     196     268
      12     202     186     254
      12     208     191     261
      12     213     196     269
      13     218     200     277
      13     210     193     264
      13     203     186     255
      13     224     206     283
      13     211     194     265
      13     228     210     287
      13     420     375     500
      13     205     189     258
      13     225     208     283
      13     230     212     291
      13     229     211     288
      13     220     203     277
      13     223     206     280
      13     223     206     280
      14     203     187     254
      14     189     173     237
      14     213     196     269
      14     231     213     292
      14     220     202     278
      15     205     189     257
      15     236     217     298
      15     229     212     289
      15     220     202     277
      15     215     198     272
      15     187     172     235
      15     199     184     250
      15     202     186     253
      16     205     190     257
      16     213     196     268
      16     176     162     220
      16     179     165     223
      16     238     220     301
      16     201     184     253
      17     220     202     278
      17     227     208     318
      17     232     214     293
      17     202     185     282
      17     200     182     279
      17     216     198     305
      17     210     192     294
      17     223     204     314
      18     231     213     323
      18     222     204     281
      18     211     193     296
      18     207     189     289
      18     213     195     297
      18     212     195     296
      18     215     197     299
      18     227     209     317
      18     214     196     300
      18     197     181     275
      18     211     194     294
      18     215     198     299
      18     228     210     287
      18     252     232     318
      18     215     198     301
      18     216     198     301
      19     215     198     271
      19     232     214     294
      19     216     199     272
      19     219     200     306
      19     230     211     291
      19     218     200     275
      19     230     211     322
      19     224     206     312
      19     209     192     291
      19     206     188     288
      20     250     229     353
      20     294     269     419
      20     248     228     315
      20     460     390     540
      20     208     191     263
      20     343     316     489
      20     308     283     441
      20     272     250     383
      21     208     191     262
      21     205     189     259
      21     301     276     428
      21     202     186     254
      21     278     255     393
      21     240     220     305
      21     261     240     335
      22     305     280     435
      22     250     230     353
      23     211     193     267
      23     243     222     344
      24     257     236     328
      24     242     222     341
      24     287     263     410
      24     271     250     343
      24     256     237     324
      24     246     226     314
      24     222     204     282
      25     248     227     352
      25     392     361     570
      25     466     407     671
      25     749     634    1106
      25     331     305     428
      25     343     317     443
      25     294     270     377
      25     602     518     852
      25     351     312     495
      25     359     318     507
      26     420     369     624
      26     419     369     578
      26     386     339     560
      27     367     324     510
      27     582     499     847
      27     535     462     772
      29     434     381     619
      29     383     336     544
      29     504     438     740
      30     321     284     451
      30     457     401     714
      30     367     325     529
      30     529     462     752
      30     570     496     826
      30     463     401     665
      31     543     474     787
      32    1158     962    1678
      33     864     729    1253
      33    1326    1068    1992
      33     832     698    1189
      33     809     681    1152
      33    1232    1019    1795
      34    1093     917    1568
      34     901     769    1268
      35     902     769    1270
      35     709     617     977
      36     786     673    1101
      37    1321    1084    1941
      38     968     825    1365
      38     768     658    1074
      40     996     845    1413
      40    1480    1202    2215
      40     670     570     780
      41    1041     873    1496
      44    1176     987    1691
      56     500     450     550
      56     600     550     740
      91     860     750     975
      94    1005     800    1200
     134    1085     940    1225
     154     975     650    1350
     2.0     358     340     375
     2.7     276     260     292
     3.4     358     340     375
       4     355     306     811
     4.0     363     345     380
     4.6     270     255     285
     5.1     358     340     375
     7.2     270     255     285
     8.5     350     340     360
    10.5     370     350     390
      12     468     382     661
    13.9     287     251     311
    15.2     338     304     705
    15.3     338     304     705
    15.3     314     304     591
    15.7     555     371     788
    15.7     552     357     787
    15.8     564     350     793
    16.5     535     350     782
      34     672     448     896
      37     746     497     995
      38     839     377    1431
      38     774     378    1424
      38     660     376    1384
      38     881     396    1435
      38     711     349    1423
      38    1024     544    1451
      38     551     349    1310
      38     749     395    1416
      38     497     357     730
      38     450     333     702
    42.9     768     512    1024
      45     965     643    1286
      47     908     605    1210
    52.2     659     439     878
    54.0     443     323     743
    54.1     327     314     475
    54.1     515     341     775
    54.5     378     328     713
    55.4     479     337     745
    55.8     667     393     802
    55.9     307     294     330
    55.9     307     294     330
    55.9     307     294     330
    55.9     520     348     775
    56.0     304     295     315
    56.2     313     301     325
    56.3     316     301     331
    56.4     320     305     345
    56.5     315     302     328
    56.5     318     302     334
    56.5     318     302     334
    57.0     469     340     739
    57.9     447     333     741
    59.1     535     365     777
    59.1     574     372     790
    61.5     317     308     330
    64.5     367     324     707
    64.6     330     317     448
    65.0     343     323     673
    65.0     470     327     757
    66.0     539     340     786
    70.5     559     497     819
    71.1     568     508     836
    71.7     572     491     938
    72.7     589     506    1020
    73.4     593     520     979
    73.9     695     559    3251
    76.1     568     475     984
    77.9     582     497    1001
    79.5     585     483    1105
  93.868   436.2   357.3   545.7
  93.936  431.05   353.2   533.4
  93.955  369.65   316.4   478.2
  94.012  465.85   355.3   689.1
  94.033   424.9   355.3   549.8
  94.046   485.3   336.9   777.1
  94.066  507.85   326.6   906.1
   94.09  446.45   349.9   543.7
   94.09  396.25   351.2   500.7
   94.09  448.45   361.4   568.3
    94.1   360.4   304.1   480.2
   94.14  456.65   357.3   637.9
   94.21  444.35   353.2   572.4
   94.28  409.55   345.1   508.9
   94.31     384   322.5   490.4
   94.37   380.9   316.4   484.3
   94.52  365.55   289.9     472
     100     954     636    1272
  100.33     917     612    1223
  100.66     852     568    1136
   101.0     710     580    1420
     101     974     649    1298
   108.0     710     603    1400
   113.5     700     597    1340
     117     893     595    1190
   117.0     695     590    1380
   117.0     769     513    1026
   117.3     734     489     979
   117.5     782     521    1043
   117.8     908     605    1211
   118.0     593     395     791
   118.3     867     578    1156
   118.5    1060     707    1413
   118.8    1060     707    1413
   119.0     573     382     764
   119.3     784     523    1046
   119.5     837     558    1116
   119.8     867     578    1156
   123.0     630     530    1220
     123    1008     672    1344
   126.0     630     530    1250
     127     592     395     789
   129.0     550     450    1130
   131.0     620     590    1270
   135.0     650     500    1300
     141    1448     965    1931
   141.0    1442     961    1923
   141.0    1228     819    1638
   141.0    1151     767    1534
     143     813     542    1084
     143     736     491     981
     145     972     648    1296
     148     736     491     981
     151     939     626    1252
     167    1422     948    1896
     168    1373     915    1830
     168     879     586    1172
     168     639     426     852
     168    1894    1263    2525
     168     816     544    1088
     169    1296     864    1728
   169.7    1031     687    1375
     170    1188     792    1584
     171    1134     756    1512
   171.7     926     618    1235
   173.6     896     597    1195
   182.5    1050     800    1300
   182.6    1550    1200    1900
   182.7     550     400     700
   182.8     950     700    1200
   182.9     950     700    1200
   183.0     600     500     700
   186.3     942     628    1256
     188     735     490     980
     197     716     477     954
     198     864     576    1152
     199    1535    1023    2046
     200     702     468     936
     200     908     605    1210
     202     758     505    1010
     202     835     556    1113
     223     813     542    1084
     227     789     526    1052
     227     825     550    1100
     267     343     310     376
     267     266     237     295
     268     290     259     321
     270     326     294     358
     271     342     309     375
     297     354     236     472
     311     348     316     380
     311     351     319     383
     311     336     305     367
     311     308     277     339
     311     350     318     382
     311     366     333     399
     311     368     336     400
     311     358     326     390
     311     303     272     334
     311     367     333     401
     311     350     316     384
     311     401     367     435
     311     287     254     320
     311     311     278     344
     311     284     253     315
     311     325     294     356
     313     261     174     348
     320     385     351     419
     320     392     359     425
     320     359     327     391
