AGE_CK95_Ma	AGE_GTS04_Ma	DSDP_ODP_SITE	LATITUDE	LONGITUDE	REFERENCE	SAMPLE	MBSF	MCD	GENUS	SPECIES	RAW_d13C	RAW_d18O	d13C_CORRECTION	d18O_CORRECTION	CORRECTED_d13C	CORRECTED_d18O
null	1.56700	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 10-12"	70.000	75.820	Globigerinoides	G. ruber	0.860	-2.630	0.940	0.000	1.800	-2.630
null	3.41900	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 10-12"	140.500	147.060	Globigerinoides	G. ruber	0.990	-2.630	0.940	0.000	1.930	-2.630
null	1.67700	1143	9.362	113.285	Cheng et al. (2004a)	"9H-2, 60-62"	74.000	80.580	Globigerinoides	G. ruber	1.010	-2.630	0.940	0.000	1.950	-2.630
null	1.95600	1143	9.362	113.285	Cheng et al. (2004a)	"10H-3, 10-12"	85.500	93.020	Globigerinoides	G. ruber	1.070	-2.630	0.940	0.000	2.010	-2.630
null	1.17100	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 110-112"	53.000	58.460	Globigerinoides	G. ruber	1.080	-2.630	0.940	0.000	2.020	-2.630
null	1.80200	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 60-62"	80.000	86.580	Globigerinoides	G. ruber	1.090	-2.630	0.940	0.000	2.030	-2.630
10.34800	10.42500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	259.710	271.930	Globigerinoides	G. sacculifer	1.473	-2.310	0.590	-0.320	2.063	-2.630
3.19300	3.18500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	148.410	160.630	Globigerinoides	G. ruber	1.150	-2.630	0.940	0.000	2.090	-2.630
null	1.62000	1146	19.457	116.273	Clemens and Prell (2003)	null	163.435	173.485	Globigerinoides	G. ruber	1.610	-2.790	0.940	0.000	2.110	-2.630
null	1.71500	1146	19.457	116.273	Clemens and Prell (2003)	null	169.135	179.285	Globigerinoides	G. ruber	1.640	-2.790	0.940	0.000	2.140	-2.630
null	1.83800	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 10-12"	80.500	87.880	Globigerinoides	G. ruber	1.200	-2.630	0.940	0.000	2.140	-2.630
null	2.34100	1143	9.362	113.285	Cheng et al. (2004a)	"12H-1, 112-114"	101.520	108.980	Globigerinoides	G. ruber	1.200	-2.630	0.940	0.000	2.140	-2.630
null	3.79600	1143	9.362	113.285	Cheng et al. (2004a)	"17H-1, 70-72"	148.600	157.420	Globigerinoides	G. ruber	1.250	-2.630	0.940	0.000	2.190	-2.630
null	1.72100	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 130-132"	76.200	82.780	Globigerinoides	G. ruber	1.280	-2.630	0.940	0.000	2.220	-2.630
null	0.48000	1143	9.362	113.285	Cheng et al. (2004a)	"3H-4, 140-142"	24.800	28.760	Globigerinoides	G. ruber	1.330	-2.630	0.940	0.000	2.270	-2.630
null	2.45100	1143	9.362	113.285	Cheng et al. (2004a)	"12H-4, 52-54"	105.420	112.880	Globigerinoides	G. ruber	1.350	-2.630	0.940	0.000	2.290	-2.630
null	2.74500	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 130-132"	118.200	126.360	Globigerinoides	G. ruber	1.440	-2.630	0.940	0.000	2.380	-2.630
null	2.72700	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 90-92"	118.300	126.100	Globigerinoides	G. ruber	1.460	-2.630	0.940	0.000	2.400	-2.630
null	2.20900	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 40-42"	97.300	104.400	Globigerinoides	G. ruber	1.540	-2.630	0.940	0.000	2.480	-2.630
null	14.77400	871	5.557	172.345	Pearson and Shackleton (1995)	null	60.090	null	Globigerinoides	G. ruber	2.110	-2.630	0.940	0.000	3.050	-2.630
19.96000	19.56800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	387.760	399.980	Globigerinoides	G. sacculifer	1.868	-2.309	0.590	-0.320	2.458	-2.629
4.13200	4.13800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	159.360	171.580	Globigerinoides	G. sacculifer	1.707	-2.307	0.590	-0.320	2.297	-2.627
7.88100	7.92100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	222.660	234.880	Globigerinoides	G. sacculifer	1.661	-2.305	0.590	-0.320	2.251	-2.625
6.74000	6.92400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	198.710	210.930	Globigerinoides	G. sacculifer	1.882	-2.305	0.590	-0.320	2.472	-2.625
1.30400	1.30800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	84.010	85.580	Globigerinoides	G. ruber	-0.310	-2.620	0.940	0.000	0.630	-2.620
null	0.42000	1146	19.457	116.273	Clemens and Prell (2003)	null	66.635	70.835	Globigerinoides	G. ruber	0.770	-2.780	0.940	0.000	1.270	-2.620
null	0.77800	1143	9.362	113.285	Cheng et al. (2004a)	"5H-3, 120-122"	38.100	42.340	Globigerinoides	G. ruber	0.470	-2.620	0.940	0.000	1.410	-2.620
null	0.23900	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 50-52"	13.400	15.520	Globigerinoides	G. ruber	0.550	-2.620	0.940	0.000	1.490	-2.620
null	1.13900	1143	9.362	113.285	Cheng et al. (2004a)	"6H-5, 100-102"	51.400	56.860	Globigerinoides	G. ruber	0.570	-2.620	0.940	0.000	1.510	-2.620
null	1.28100	1146	19.457	116.273	Clemens and Prell (2003)	null	143.335	152.735	Globigerinoides	G. ruber	1.040	-2.780	0.940	0.000	1.540	-2.620
null	0.10800	1143	9.362	113.285	Cheng et al. (2004a)	"1H-3, 90-92"	3.900	7.100	Globigerinoides	G. ruber	0.740	-2.620	0.940	0.000	1.680	-2.620
null	1.69300	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 0-2"	74.900	81.480	Globigerinoides	G. ruber	0.880	-2.620	0.940	0.000	1.820	-2.620
null	1.06600	1146	19.457	116.273	Clemens and Prell (2003)	null	129.935	137.535	Globigerinoides	G. ruber	1.340	-2.780	0.940	0.000	1.840	-2.620
null	1.03600	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 0-2"	47.400	52.860	Globigerinoides	G. ruber	0.950	-2.620	0.940	0.000	1.890	-2.620
2.97700	2.97000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	144.510	156.730	Globigerinoides	G. ruber	0.990	-2.620	0.940	0.000	1.930	-2.620
null	1.22500	1143	9.362	113.285	Cheng et al. (2004a)	"7H-2, 90-92"	55.300	60.860	Globigerinoides	G. ruber	1.000	-2.620	0.940	0.000	1.940	-2.620
null	0.56200	1143	9.362	113.285	Cheng et al. (2004a)	"4H-3, 0-2"	31.400	33.060	Globigerinoides	G. ruber	1.070	-2.620	0.940	0.000	2.010	-2.620
null	0.50200	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 90-92"	25.800	29.760	Globigerinoides	G. ruber	1.110	-2.620	0.940	0.000	2.050	-2.620
null	0.21500	1143	9.362	113.285	Cheng et al. (2004a)	"2H-4, 50-52"	10.400	12.520	Globigerinoides	G. ruber	1.120	-2.620	0.940	0.000	2.060	-2.620
null	1.29600	1143	9.362	113.285	Cheng et al. (2004a)	"7H-4, 70-72"	58.100	63.660	Globigerinoides	G. ruber	1.120	-2.620	0.940	0.000	2.060	-2.620
null	0.48800	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 40-42"	25.300	29.260	Globigerinoides	G. ruber	1.150	-2.620	0.940	0.000	2.090	-2.620
null	1.01700	1143	9.362	113.285	Cheng et al. (2004a)	"6H-2, 70-72"	46.600	52.060	Globigerinoides	G. ruber	1.180	-2.620	0.940	0.000	2.120	-2.620
null	1.52600	1143	9.362	113.285	Cheng et al. (2004a)	"8H-4, 70-72"	67.600	73.420	Globigerinoides	G. ruber	1.220	-2.620	0.940	0.000	2.160	-2.620
null	2.04700	1143	9.362	113.285	Cheng et al. (2004a)	"10H-5, 50-52"	88.900	96.420	Globigerinoides	G. ruber	1.230	-2.620	0.940	0.000	2.170	-2.620
null	2.08600	1143	9.362	113.285	Cheng et al. (2004a)	"11H-1, 60-62"	91.500	98.600	Globigerinoides	G. ruber	1.230	-2.620	0.940	0.000	2.170	-2.620
null	2.70300	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 130-132"	117.200	125.000	Globigerinoides	G. ruber	1.230	-2.620	0.940	0.000	2.170	-2.620
null	1.55300	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 110-112"	69.500	75.320	Globigerinoides	G. ruber	1.260	-2.620	0.940	0.000	2.200	-2.620
null	2.81400	1143	9.362	113.285	Cheng et al. (2004a)	"14H-1, 0-2"	120.400	129.060	Globigerinoides	G. ruber	1.310	-2.620	0.940	0.000	2.250	-2.620
null	2.69300	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 80-82"	116.700	124.500	Globigerinoides	G. ruber	1.380	-2.620	0.940	0.000	2.320	-2.620
null	1.46800	1143	9.362	113.285	Cheng et al. (2004a)	"8H-3, 30-32"	65.700	71.520	Globigerinoides	G. ruber	1.420	-2.620	0.940	0.000	2.360	-2.620
null	2.44500	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 30-32"	104.700	112.640	Globigerinoides	G. ruber	1.760	-2.620	0.940	0.000	2.700	-2.620
19.70700	19.34100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	384.760	396.980	Globigerinoides	G. sacculifer	1.936	-2.299	0.590	-0.320	2.526	-2.619
4.88500	4.89100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	167.610	179.830	Globigerinoides	G. sacculifer	1.246	-2.298	0.590	-0.320	1.836	-2.618
16.26900	16.24300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	339.410	351.630	Globigerinoides	G. sacculifer	1.811	-2.295	0.590	-0.320	2.401	-2.615
14.57400	14.54700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	299.110	311.330	Globigerinoides	G. sacculifer	2.259	-2.294	0.590	-0.320	2.849	-2.614
14.92100	14.91200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	306.010	318.230	Globigerinoides	G. sacculifer	1.980	-2.291	0.590	-0.320	2.570	-2.611
null	0.93000	1143	9.362	113.285	Cheng et al. (2004a)	"5H-6, 130-132"	43.700	48.860	Globigerinoides	G. ruber	0.360	-2.610	0.940	0.000	1.300	-2.610
2.84900	2.84400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	140.710	152.930	Globigerinoides	G. ruber	0.680	-2.610	0.940	0.000	1.620	-2.610
null	1.76400	1143	9.362	113.285	Cheng et al. (2004a)	"9H-5, 30-32"	78.200	84.780	Globigerinoides	G. ruber	0.790	-2.610	0.940	0.000	1.730	-2.610
2.36100	2.36000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	130.760	135.960	Globigerinoides	G. ruber	0.880	-2.610	0.940	0.000	1.820	-2.610
null	0.54700	1143	9.362	113.285	Cheng et al. (2004a)	"4H-2, 50-52"	30.400	32.060	Globigerinoides	G. ruber	0.900	-2.610	0.940	0.000	1.840	-2.610
null	1.27100	1143	9.362	113.285	Cheng et al. (2004a)	"7H-3, 110-112"	57.000	62.560	Globigerinoides	G. ruber	0.910	-2.610	0.940	0.000	1.850	-2.610
null	0.39100	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 14-16"	21.040	23.760	Globigerinoides	G. ruber	0.950	-2.610	0.940	0.000	1.890	-2.610
null	3.34400	1143	9.362	113.285	Cheng et al. (2004a)	"15H-5, 0-2"	135.900	144.240	Globigerinoides	G. ruber	0.950	-2.610	0.940	0.000	1.890	-2.610
null	1.62800	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 10-12"	71.000	77.840	Globigerinoides	G. ruber	0.990	-2.610	0.940	0.000	1.930	-2.610
null	3.20300	1143	9.362	113.285	Cheng et al. (2004a)	"15H-2, 100-102"	131.400	139.720	Globigerinoides	G. ruber	1.110	-2.610	0.940	0.000	2.050	-2.610
null	1.07400	1143	9.362	113.285	Cheng et al. (2004a)	"6H-4, 10-12"	49.000	54.460	Globigerinoides	G. ruber	1.120	-2.610	0.940	0.000	2.060	-2.610
null	0.97000	1143	9.362	113.285	Cheng et al. (2004a)	"6H-1, 50-52"	44.900	50.360	Globigerinoides	G. ruber	1.130	-2.610	0.940	0.000	2.070	-2.610
null	1.20900	1143	9.362	113.285	Cheng et al. (2004a)	"7H-1, 130-132"	54.200	59.760	Globigerinoides	G. ruber	1.140	-2.610	0.940	0.000	2.080	-2.610
null	2.72000	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 90-92"	117.800	125.960	Globigerinoides	G. ruber	1.170	-2.610	0.940	0.000	2.110	-2.610
null	2.07600	1143	9.362	113.285	Cheng et al. (2004a)	"10H-6, 20-22"	90.100	97.620	Globigerinoides	G. ruber	1.180	-2.610	0.940	0.000	2.120	-2.610
null	1.38600	1146	19.457	116.273	Clemens and Prell (2003)	null	150.435	159.135	Globigerinoides	G. ruber	1.630	-2.770	0.940	0.000	2.130	-2.610
null	1.87000	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 130-132"	81.700	89.080	Globigerinoides	G. ruber	1.280	-2.610	0.940	0.000	2.220	-2.610
null	2.38800	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 0-2"	102.900	110.840	Globigerinoides	G. ruber	1.280	-2.610	0.940	0.000	2.220	-2.610
null	1.86400	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 110-112"	81.500	88.880	Globigerinoides	G. ruber	1.310	-2.610	0.940	0.000	2.250	-2.610
null	1.07100	1146	19.457	116.273	Clemens and Prell (2003)	null	130.235	137.835	Globigerinoides	G. ruber	1.840	-2.770	0.940	0.000	2.340	-2.610
null	2.56200	1143	9.362	113.285	Cheng et al. (2004a)	"13H-1, 140-142"	111.300	119.100	Globigerinoides	G. ruber	1.410	-2.610	0.940	0.000	2.350	-2.610
null	1.23400	1146	19.457	116.273	Clemens and Prell (2003)	null	140.335	148.585	Globigerinoides	G. ruber	1.890	-2.770	0.940	0.000	2.390	-2.610
null	16.47500	871	5.557	172.345	Pearson and Shackleton (1995)	null	85.590	null	Globigerinoides	G. ruber	2.270	-2.610	0.940	0.000	3.210	-2.610
15.62300	15.60300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	320.210	332.430	Globigerinoides	G. sacculifer	2.880	-2.288	0.590	-0.320	3.470	-2.608
18.52900	18.28800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	369.860	382.080	Globigerinoides	G. sacculifer	1.447	-2.287	0.590	-0.320	2.037	-2.607
16.03700	15.99800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	330.410	342.630	Globigerinoides	G. sacculifer	2.718	-2.287	0.590	-0.320	3.308	-2.607
16.04900	16.01100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	330.710	342.930	Globigerinoides	G. sacculifer	2.704	-2.286	0.590	-0.320	3.294	-2.606
18.35500	18.12500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	362.110	374.330	Globigerinoides	G. sacculifer	1.704	-2.283	0.590	-0.320	2.294	-2.603
18.78600	18.52800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	373.260	385.480	Globigerinoides	G. sacculifer	1.567	-2.281	0.590	-0.320	2.157	-2.601
null	0.90600	1146	19.457	116.273	Clemens and Prell (2003)	null	118.340	126.040	Globigerinoides	G. ruber	1.220	-2.760	0.940	0.000	1.720	-2.600
null	2.26200	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 100-102"	98.700	106.480	Globigerinoides	G. ruber	0.880	-2.600	0.940	0.000	1.820	-2.600
null	1.02700	1143	9.362	113.285	Cheng et al. (2004a)	"6H-2, 110-112"	47.000	52.460	Globigerinoides	G. ruber	0.950	-2.600	0.940	0.000	1.890	-2.600
null	0.71500	1143	9.362	113.285	Cheng et al. (2004a)	"5H-1, 90-92"	34.800	39.040	Globigerinoides	G. ruber	0.990	-2.600	0.940	0.000	1.930	-2.600
null	3.79600	1143	9.362	113.285	Cheng et al. (2004a)	"16H-6, 90-92"	147.800	157.380	Globigerinoides	G. ruber	1.010	-2.600	0.940	0.000	1.950	-2.600
null	0.58500	1143	9.362	113.285	Cheng et al. (2004a)	"4H-3, 50-52"	31.900	33.560	Globigerinoides	G. ruber	1.030	-2.600	0.940	0.000	1.970	-2.600
null	2.80200	1143	9.362	113.285	Cheng et al. (2004a)	"13H-7, 0-2"	119.900	128.060	Globigerinoides	G. ruber	1.130	-2.600	0.940	0.000	2.070	-2.600
null	2.00200	1143	9.362	113.285	Cheng et al. (2004a)	"10H-4, 70-72"	87.600	95.120	Globigerinoides	G. ruber	1.190	-2.600	0.940	0.000	2.130	-2.600
null	3.43200	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 80-82"	141.200	147.760	Globigerinoides	G. ruber	1.220	-2.600	0.940	0.000	2.160	-2.600
null	2.14600	1143	9.362	113.285	Cheng et al. (2004a)	"11H-3, 0-2"	93.900	101.000	Globigerinoides	G. ruber	1.270	-2.600	0.940	0.000	2.210	-2.600
null	2.71900	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 60-62"	118.000	125.800	Globigerinoides	G. ruber	1.270	-2.600	0.940	0.000	2.210	-2.600
null	3.17500	1143	9.362	113.285	Cheng et al. (2004a)	"15H-2, 60-62"	131.000	139.320	Globigerinoides	G. ruber	1.290	-2.600	0.940	0.000	2.230	-2.600
null	1.35500	1143	9.362	113.285	Cheng et al. (2004a)	"7H-5, 20-22"	60.100	66.360	Globigerinoides	G. ruber	1.380	-2.600	0.940	0.000	2.320	-2.600
null	2.81900	1143	9.362	113.285	Cheng et al. (2004a)	"14H-1, 60-62"	121.000	129.660	Globigerinoides	G. ruber	1.420	-2.600	0.940	0.000	2.360	-2.600
15.61100	15.59200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	319.910	332.130	Globigerinoides	G. sacculifer	2.591	-2.280	0.590	-0.320	3.181	-2.600
null	14.69500	871	5.557	172.345	Pearson and Shackleton (1995)	null	58.590	null	Globigerinoides	G. ruber	2.310	-2.600	0.940	0.000	3.250	-2.600
16.20800	16.17800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	336.710	348.930	Globigerinoides	G. sacculifer	2.876	-2.275	0.590	-0.320	3.466	-2.595
15.31500	15.31200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	313.100	325.320	Globigerinoides	G. sacculifer	2.188	-2.274	0.590	-0.320	2.778	-2.594
15.86600	15.83400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	326.210	338.430	Globigerinoides	G. sacculifer	2.449	-2.272	0.590	-0.320	3.039	-2.592
19.92700	19.53900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	390.360	399.580	Globigerinoides	G. sacculifer	1.809	-2.271	0.590	-0.320	2.399	-2.591
14.18400	14.19900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	297.310	309.530	Globigerinoides	G. sacculifer	2.065	-2.271	0.590	-0.320	2.655	-2.591
15.86600	15.83400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	326.210	338.430	Globigerinoides	G. sacculifer	2.773	-2.271	0.590	-0.320	3.363	-2.591
null	0.84100	1146	19.457	116.273	Clemens and Prell (2003)	null	113.640	120.040	Globigerinoides	G. ruber	0.620	-2.750	0.940	0.000	1.120	-2.590
null	1.83200	1143	9.362	113.285	Cheng et al. (2004a)	"9H-7, 20-22"	81.100	87.680	Globigerinoides	G. ruber	0.470	-2.590	0.940	0.000	1.410	-2.590
null	0.28300	1143	9.362	113.285	Cheng et al. (2004a)	"2H-4, 100-102"	14.900	18.300	Globigerinoides	G. ruber	0.680	-2.590	0.940	0.000	1.620	-2.590
null	0.29700	1143	9.362	113.285	Cheng et al. (2004a)	"2H-5, 60-62"	16.000	19.400	Globigerinoides	G. ruber	0.850	-2.590	0.940	0.000	1.790	-2.590
null	1.91400	1143	9.362	113.285	Cheng et al. (2004a)	"10H-1, 140-142"	83.800	91.320	Globigerinoides	G. ruber	0.880	-2.590	0.940	0.000	1.820	-2.590
null	2.40000	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 10-12"	103.000	110.940	Globigerinoides	G. ruber	0.950	-2.590	0.940	0.000	1.890	-2.590
null	2.05800	1143	9.362	113.285	Cheng et al. (2004a)	"10H-5, 120-122"	89.600	97.120	Globigerinoides	G. ruber	1.000	-2.590	0.940	0.000	1.940	-2.590
null	0.47300	1143	9.362	113.285	Cheng et al. (2004a)	"3H-4, 110-112"	24.500	28.460	Globigerinoides	G. ruber	1.020	-2.590	0.940	0.000	1.960	-2.590
null	2.13000	1143	9.362	113.285	Cheng et al. (2004a)	"11H-2, 90-92"	93.300	100.400	Globigerinoides	G. ruber	1.090	-2.590	0.940	0.000	2.030	-2.590
null	3.39300	1143	9.362	113.285	Cheng et al. (2004a)	"16H-3, 100-102"	139.900	146.460	Globigerinoides	G. ruber	1.190	-2.590	0.940	0.000	2.130	-2.590
null	2.37500	1143	9.362	113.285	Cheng et al. (2004a)	"12H-1, 110-112"	102.500	110.440	Globigerinoides	G. ruber	1.200	-2.590	0.940	0.000	2.140	-2.590
null	3.30700	1143	9.362	113.285	Cheng et al. (2004a)	"15H-4, 100-102"	134.400	142.720	Globigerinoides	G. ruber	1.210	-2.590	0.940	0.000	2.150	-2.590
null	1.39700	1146	19.457	116.273	Clemens and Prell (2003)	null	151.135	159.835	Globigerinoides	G. ruber	1.660	-2.750	0.940	0.000	2.160	-2.590
null	2.68400	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 30-32"	116.200	124.000	Globigerinoides	G. ruber	1.220	-2.590	0.940	0.000	2.160	-2.590
null	3.31100	1143	9.362	113.285	Cheng et al. (2004a)	"15H-4, 110-112"	134.500	142.820	Globigerinoides	G. ruber	1.270	-2.590	0.940	0.000	2.210	-2.590
null	2.30200	1143	9.362	113.285	Cheng et al. (2004a)	"11H-6, 60-62"	99.800	107.580	Globigerinoides	G. ruber	1.290	-2.590	0.940	0.000	2.230	-2.590
null	0.61100	1143	9.362	113.285	Cheng et al. (2004a)	"4H-4, 10-12"	33.000	34.660	Globigerinoides	G. ruber	1.320	-2.590	0.940	0.000	2.260	-2.590
null	1.42100	1143	9.362	113.285	Cheng et al. (2004a)	"8H-1, 110-112"	63.500	69.320	Globigerinoides	G. ruber	1.320	-2.590	0.940	0.000	2.260	-2.590
null	2.59800	1143	9.362	113.285	Cheng et al. (2004a)	"13H-2, 110-112"	112.500	120.300	Globigerinoides	G. ruber	1.360	-2.590	0.940	0.000	2.300	-2.590
null	1.38800	1143	9.362	113.285	Cheng et al. (2004a)	"7H-6, 20-22"	61.600	67.860	Globigerinoides	G. ruber	1.370	-2.590	0.940	0.000	2.310	-2.590
null	2.93100	1143	9.362	113.285	Cheng et al. (2004a)	"14H-3, 20-22"	123.600	132.260	Globigerinoides	G. ruber	1.410	-2.590	0.940	0.000	2.350	-2.590
null	1.02200	1143	9.362	113.285	Cheng et al. (2004a)	"6H-2, 90-92"	46.800	52.260	Globigerinoides	G. ruber	1.440	-2.590	0.940	0.000	2.380	-2.590
null	2.61500	1143	9.362	113.285	Cheng et al. (2004a)	"13H-3, 60-62"	113.500	121.300	Globigerinoides	G. ruber	1.440	-2.590	0.940	0.000	2.380	-2.590
null	2.82100	1143	9.362	113.285	Cheng et al. (2004a)	"14H-1, 90-92"	121.300	129.960	Globigerinoides	G. ruber	1.750	-2.590	0.940	0.000	2.690	-2.590
16.66000	16.65200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	345.910	358.130	Globigerinoides	G. sacculifer	2.106	-2.270	0.590	-0.320	2.696	-2.590
null	16.27100	871	5.557	172.345	Pearson and Shackleton (1995)	null	80.590	null	Globigerinoides	G. ruber	2.350	-2.590	0.940	0.000	3.290	-2.590
5.43700	5.32000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	177.060	189.280	Globigerinoides	G. sacculifer	1.426	-2.269	0.590	-0.320	2.016	-2.589
15.54600	15.53100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	318.410	330.630	Globigerinoides	G. sacculifer	2.307	-2.269	0.590	-0.320	2.897	-2.589
18.33700	18.10800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	361.210	373.430	Globigerinoides	G. sacculifer	1.945	-2.266	0.590	-0.320	2.535	-2.586
8.19100	8.22200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	230.160	242.380	Globigerinoides	G. sacculifer	2.302	-2.262	0.590	-0.320	2.892	-2.582
15.06200	15.06200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	307.700	319.920	Globigerinoides	G. sacculifer	2.399	-2.261	0.590	-0.320	2.989	-2.581
null	0.00800	1146	19.457	116.273	Clemens and Prell (2003)	null	0.035	0.035	Globigerinoides	G. ruber	0.830	-2.740	0.940	0.000	1.330	-2.580
null	1.32200	1146	19.457	116.273	Clemens and Prell (2003)	null	145.935	155.335	Globigerinoides	G. ruber	1.090	-2.740	0.940	0.000	1.590	-2.580
null	1.02200	1146	19.457	116.273	Clemens and Prell (2003)	null	126.140	134.740	Globigerinoides	G. ruber	1.170	-2.740	0.940	0.000	1.670	-2.580
null	1.17700	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 130-132"	53.200	58.660	Globigerinoides	G. ruber	0.880	-2.580	0.940	0.000	1.820	-2.580
null	1.61200	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 130-132"	70.700	77.540	Globigerinoides	G. ruber	0.890	-2.580	0.940	0.000	1.830	-2.580
null	3.04400	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 140-142"	126.300	134.960	Globigerinoides	G. ruber	0.900	-2.580	0.940	0.000	1.840	-2.580
null	2.43700	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 122-124"	104.620	112.080	Globigerinoides	G. ruber	0.930	-2.580	0.940	0.000	1.870	-2.580
null	3.50900	1143	9.362	113.285	Cheng et al. (2004a)	"16H-1, 60-62"	140.000	149.580	Globigerinoides	G. ruber	0.930	-2.580	0.940	0.000	1.870	-2.580
null	0.52800	1143	9.362	113.285	Cheng et al. (2004a)	"3H-6, 30-32"	26.700	30.660	Globigerinoides	G. ruber	0.940	-2.580	0.940	0.000	1.880	-2.580
null	1.63800	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 60-62"	71.500	78.340	Globigerinoides	G. ruber	0.940	-2.580	0.940	0.000	1.880	-2.580
null	4.39300	1143	9.362	113.285	Cheng et al. (2004a)	"18H-5, 60-62"	163.600	171.890	Globigerinoides	G. ruber	0.940	-2.580	0.940	0.000	1.880	-2.580
2.76700	2.76400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	138.290	150.510	Globigerinoides	G. ruber	1.030	-2.580	0.940	0.000	1.970	-2.580
