AGE_CK95_Ma	AGE_GTS04_Ma	DSDP_ODP_SITE	LATITUDE	LONGITUDE	REFERENCE	SAMPLE	MBSF	MCD	GENUS	SPECIES	RAW_d13C	RAW_d18O	d13C_CORRECTION	d18O_CORRECTION	CORRECTED_d13C	CORRECTED_d18O
null	3.48900	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 30-32"	142.200	148.760	Globigerinoides	G. ruber	1.090	-2.580	0.940	0.000	2.030	-2.580
null	2.25900	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 50-52"	98.200	105.980	Globigerinoides	G. ruber	1.220	-2.580	0.940	0.000	2.160	-2.580
null	1.63500	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 40-42"	71.300	78.140	Globigerinoides	G. ruber	1.270	-2.580	0.940	0.000	2.210	-2.580
null	0.49000	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 50-52"	25.400	29.360	Globigerinoides	G. ruber	1.470	-2.580	0.940	0.000	2.410	-2.580
19.86800	19.48500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	386.660	398.880	Globigerinoides	G. sacculifer	1.658	-2.259	0.590	-0.320	2.248	-2.579
9.98500	10.05400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	251.310	263.530	Globigerinoides	G. sacculifer	1.786	-2.257	0.590	-0.320	2.376	-2.577
8.46200	8.51800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	237.960	250.180	Globigerinoides	G. sacculifer	1.757	-2.256	0.590	-0.320	2.347	-2.576
7.44800	7.54200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	212.180	224.400	Globigerinoides	G. sacculifer	1.955	-2.256	0.590	-0.320	2.545	-2.576
3.29300	3.28900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	149.610	161.830	Globigerinoides	G. sacculifer	1.379	-2.254	0.590	-0.320	1.969	-2.574
20.37400	19.92200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	392.660	404.880	Globigerinoides	G. sacculifer	1.736	-2.254	0.590	-0.320	2.326	-2.574
5.70300	5.73500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	180.960	193.180	Globigerinoides	G. sacculifer	1.495	-2.253	0.590	-0.320	2.085	-2.573
17.25800	17.21700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	352.210	364.430	Globigerinoides	G. sacculifer	2.351	-2.251	0.590	-0.320	2.941	-2.571
null	0.39000	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 4-6"	20.940	23.660	Globigerinoides	G. ruber	0.320	-2.570	0.940	0.000	1.260	-2.570
2.40000	2.39900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	132.260	137.460	Globigerinoides	G. ruber	0.580	-2.570	0.940	0.000	1.520	-2.570
null	1.78100	1146	19.457	116.273	Clemens and Prell (2003)	null	173.035	183.185	Globigerinoides	G. ruber	1.090	-2.730	0.940	0.000	1.590	-2.570
null	1.23800	1146	19.457	116.273	Clemens and Prell (2003)	null	140.935	149.185	Globigerinoides	G. ruber	1.100	-2.730	0.940	0.000	1.600	-2.570
null	3.33300	1143	9.362	113.285	Cheng et al. (2004a)	"15H-4, 100-102"	135.400	143.740	Globigerinoides	G. ruber	0.730	-2.570	0.940	0.000	1.670	-2.570
null	0.38000	1146	19.457	116.273	Clemens and Prell (2003)	null	62.335	66.335	Globigerinoides	G. ruber	1.200	-2.730	0.940	0.000	1.700	-2.570
null	3.37600	1143	9.362	113.285	Cheng et al. (2004a)	"15H-5, 110-112"	137.000	145.340	Globigerinoides	G. ruber	0.900	-2.570	0.940	0.000	1.840	-2.570
null	2.20600	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 0-2"	96.900	104.000	Globigerinoides	G. ruber	0.970	-2.570	0.940	0.000	1.910	-2.570
null	3.82100	1143	9.362	113.285	Cheng et al. (2004a)	"17H-3, 40-42"	151.300	160.120	Globigerinoides	G. ruber	0.970	-2.570	0.940	0.000	1.910	-2.570
null	0.81200	1143	9.362	113.285	Cheng et al. (2004a)	"5H-4, 100-102"	39.400	43.640	Globigerinoides	G. ruber	1.020	-2.570	0.940	0.000	1.960	-2.570
2.33900	2.33800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	130.010	135.210	Globigerinoides	G. ruber	1.120	-2.570	0.940	0.000	2.060	-2.570
null	1.33600	1143	9.362	113.285	Cheng et al. (2004a)	"7H-4, 90-92"	59.300	65.560	Globigerinoides	G. ruber	1.160	-2.570	0.940	0.000	2.100	-2.570
null	3.35600	1143	9.362	113.285	Cheng et al. (2004a)	"15H-5, 50-52"	136.400	144.740	Globigerinoides	G. ruber	1.170	-2.570	0.940	0.000	2.110	-2.570
null	1.44800	1143	9.362	113.285	Cheng et al. (2004a)	"8H-2, 40-42"	64.300	70.120	Globigerinoides	G. ruber	1.210	-2.570	0.940	0.000	2.150	-2.570
null	1.91600	1143	9.362	113.285	Cheng et al. (2004a)	"10H-2, 10-12"	84.000	91.520	Globigerinoides	G. ruber	1.250	-2.570	0.940	0.000	2.190	-2.570
null	2.19300	1143	9.362	113.285	Cheng et al. (2004a)	"11H-4, 80-82"	96.200	103.300	Globigerinoides	G. ruber	1.260	-2.570	0.940	0.000	2.200	-2.570
null	2.71600	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 30-32"	117.700	125.500	Globigerinoides	G. ruber	1.260	-2.570	0.940	0.000	2.200	-2.570
null	1.07000	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 140-142"	48.800	54.260	Globigerinoides	G. ruber	1.280	-2.570	0.940	0.000	2.220	-2.570
null	3.74500	1143	9.362	113.285	Cheng et al. (2004a)	"16H-5, 140-142"	146.800	156.380	Globigerinoides	G. ruber	1.330	-2.570	0.940	0.000	2.270	-2.570
null	2.13800	1143	9.362	113.285	Cheng et al. (2004a)	"11H-2, 130-132"	93.700	100.800	Globigerinoides	G. ruber	1.430	-2.570	0.940	0.000	2.370	-2.570
null	1.06500	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 120-122"	48.600	54.060	Globigerinoides	G. ruber	1.490	-2.570	0.940	0.000	2.430	-2.570
null	2.01100	1143	9.362	113.285	Cheng et al. (2004a)	"10H-4, 110-112"	88.000	95.520	Globigerinoides	G. ruber	1.600	-2.570	0.940	0.000	2.540	-2.570
4.25600	4.26500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	160.710	172.930	Globigerinoides	G. sacculifer	1.461	-2.249	0.590	-0.320	2.051	-2.569
5.69300	5.71900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	180.810	193.030	Globigerinoides	G. sacculifer	0.916	-2.244	0.590	-0.320	1.506	-2.564
5.40500	5.27000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	176.590	188.810	Globigerinoides	G. sacculifer	1.389	-2.242	0.590	-0.320	1.979	-2.562
0.70400	0.70500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	46.410	48.310	Globigerinoides	G. ruber	-0.150	-2.560	0.940	0.000	0.800	-2.560
1.48400	1.49000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	94.210	96.530	Globigerinoides	G. ruber	-0.080	-2.560	0.940	0.000	0.860	-2.560
2.28300	2.28200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	127.760	132.960	Globigerinoides	G. ruber	0.550	-2.560	0.940	0.000	1.490	-2.560
null	0.78200	1146	19.457	116.273	Clemens and Prell (2003)	null	108.035	115.035	Globigerinoides	G. ruber	1.050	-2.720	0.940	0.000	1.550	-2.560
2.34800	2.34700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	130.160	135.360	Globigerinoides	G. ruber	0.650	-2.560	0.940	0.000	1.590	-2.560
null	0.76500	1143	9.362	113.285	Cheng et al. (2004a)	"5H-2, 120-122"	36.600	40.840	Globigerinoides	G. ruber	0.770	-2.560	0.940	0.000	1.710	-2.560
null	0.18400	1143	9.362	113.285	Cheng et al. (2004a)	"1H-6, 100-102"	8.500	11.700	Globigerinoides	G. ruber	0.810	-2.560	0.940	0.000	1.750	-2.560
null	0.50500	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 100-102"	25.900	29.860	Globigerinoides	G. ruber	0.820	-2.560	0.940	0.000	1.760	-2.560
null	0.90200	1143	9.362	113.285	Cheng et al. (2004a)	"5H-6, 0-2"	42.400	47.560	Globigerinoides	G. ruber	0.820	-2.560	0.940	0.000	1.760	-2.560
null	1.05400	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 80-82"	48.200	53.660	Globigerinoides	G. ruber	0.920	-2.560	0.940	0.000	1.860	-2.560
null	0.83700	1143	9.362	113.285	Cheng et al. (2004a)	"5H-5, 10-12"	40.000	44.240	Globigerinoides	G. ruber	0.980	-2.560	0.940	0.000	1.920	-2.560
null	1.91800	1143	9.362	113.285	Cheng et al. (2004a)	"10H-2, 30-32"	84.200	91.720	Globigerinoides	G. ruber	0.980	-2.560	0.940	0.000	1.920	-2.560
null	1.76600	1143	9.362	113.285	Cheng et al. (2004a)	"9H-5, 40-42"	78.300	84.880	Globigerinoides	G. ruber	1.010	-2.560	0.940	0.000	1.950	-2.560
null	1.14800	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 0-2"	51.900	57.360	Globigerinoides	G. ruber	1.030	-2.560	0.940	0.000	1.970	-2.560
null	2.77000	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 20-22"	118.600	126.760	Globigerinoides	G. ruber	1.060	-2.560	0.940	0.000	2.000	-2.560
null	1.92000	1143	9.362	113.285	Cheng et al. (2004a)	"10H-2, 50-52"	84.400	91.920	Globigerinoides	G. ruber	1.090	-2.560	0.940	0.000	2.030	-2.560
null	2.43200	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 80-82"	103.700	111.640	Globigerinoides	G. ruber	1.110	-2.560	0.940	0.000	2.050	-2.560
2.39600	2.39500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	132.090	137.290	Globigerinoides	G. ruber	1.150	-2.560	0.940	0.000	2.090	-2.560
null	1.82100	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 120-122"	80.600	87.180	Globigerinoides	G. ruber	1.170	-2.560	0.940	0.000	2.110	-2.560
null	3.08200	1143	9.362	113.285	Cheng et al. (2004a)	"14H-5, 110-112"	127.500	136.160	Globigerinoides	G. ruber	1.180	-2.560	0.940	0.000	2.120	-2.560
null	1.47600	1143	9.362	113.285	Cheng et al. (2004a)	"8H-3, 50-52"	65.900	71.720	Globigerinoides	G. ruber	1.190	-2.560	0.940	0.000	2.130	-2.560
null	0.48100	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 0-2"	24.900	28.860	Globigerinoides	G. ruber	1.230	-2.560	0.940	0.000	2.170	-2.560
null	1.67800	1143	9.362	113.285	Cheng et al. (2004a)	"9H-2, 80-82"	74.200	80.780	Globigerinoides	G. ruber	1.250	-2.560	0.940	0.000	2.190	-2.560
null	2.72100	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 80-82"	118.200	126.000	Globigerinoides	G. ruber	1.260	-2.560	0.940	0.000	2.200	-2.560
null	2.94000	1143	9.362	113.285	Cheng et al. (2004a)	"14H-3, 40-42"	123.800	132.460	Globigerinoides	G. ruber	1.360	-2.560	0.940	0.000	2.300	-2.560
null	0.52500	1143	9.362	113.285	Cheng et al. (2004a)	"3H-6, 20-22"	26.600	30.560	Globigerinoides	G. ruber	1.390	-2.560	0.940	0.000	2.330	-2.560
null	2.43400	1143	9.362	113.285	Cheng et al. (2004a)	"12H-2, 100-102"	103.900	111.840	Globigerinoides	G. ruber	1.570	-2.560	0.940	0.000	2.510	-2.560
null	2.65900	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 90-92"	115.300	123.100	Globigerinoides	G. ruber	1.580	-2.560	0.940	0.000	2.520	-2.560
null	3.21700	1143	9.362	113.285	Cheng et al. (2004a)	"15H-2, 140-142"	131.800	140.120	Globigerinoides	G. ruber	1.730	-2.560	0.940	0.000	2.670	-2.560
19.39500	19.06000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	381.060	393.280	Globigerinoides	G. sacculifer	1.615	-2.239	0.590	-0.320	2.205	-2.559
19.74100	19.37100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	385.160	397.380	Globigerinoides	G. sacculifer	1.765	-2.238	0.590	-0.320	2.355	-2.558
10.69500	10.78000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	266.890	279.110	Globigerinoides	G. sacculifer	1.366	-2.237	0.590	-0.320	1.956	-2.557
16.44300	16.29300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	343.620	355.840	Globigerinoides	G. sacculifer	1.873	-2.236	0.590	-0.320	2.463	-2.556
3.16800	3.16400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	148.110	160.330	Globigerinoides	G. ruber	0.460	-2.550	0.940	0.000	1.400	-2.550
null	0.08100	1143	9.362	113.285	Cheng et al. (2004a)	"1H-2, 140-142"	2.900	6.100	Globigerinoides	G. ruber	0.800	-2.550	0.940	0.000	1.740	-2.550
null	1.68300	1143	9.362	113.285	Cheng et al. (2004a)	"9H-2, 120-122"	74.600	81.180	Globigerinoides	G. ruber	0.830	-2.550	0.940	0.000	1.770	-2.550
2.35100	2.35000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	130.310	135.510	Globigerinoides	G. ruber	0.860	-2.550	0.940	0.000	1.800	-2.550
null	3.04100	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 130-132"	126.200	134.860	Globigerinoides	G. ruber	0.860	-2.550	0.940	0.000	1.800	-2.550
null	2.50400	1143	9.362	113.285	Cheng et al. (2004a)	"12H-5, 40-42"	107.800	115.740	Globigerinoides	G. ruber	0.900	-2.550	0.940	0.000	1.840	-2.550
null	1.22300	1146	19.457	116.273	Clemens and Prell (2003)	null	139.435	147.685	Globigerinoides	G. ruber	1.400	-2.710	0.940	0.000	1.900	-2.550
null	0.07600	1143	9.362	113.285	Cheng et al. (2004a)	"1H-2, 90-92"	2.400	5.600	Globigerinoides	G. ruber	0.970	-2.550	0.940	0.000	1.910	-2.550
null	2.26400	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 130-132"	99.000	106.780	Globigerinoides	G. ruber	0.990	-2.550	0.940	0.000	1.930	-2.550
null	1.90700	1143	9.362	113.285	Cheng et al. (2004a)	"10H-1, 70-72"	83.100	90.620	Globigerinoides	G. ruber	1.060	-2.550	0.940	0.000	2.000	-2.550
null	1.56700	1146	19.457	116.273	Clemens and Prell (2003)	null	161.035	171.085	Globigerinoides	G. ruber	1.520	-2.710	0.940	0.000	2.020	-2.550
null	2.19500	1143	9.362	113.285	Cheng et al. (2004a)	"11H-4, 90-92"	96.300	103.400	Globigerinoides	G. ruber	1.090	-2.550	0.940	0.000	2.030	-2.550
null	1.88200	1143	9.362	113.285	Cheng et al. (2004a)	"9H-7, 30-32"	82.200	89.580	Globigerinoides	G. ruber	1.100	-2.550	0.940	0.000	2.040	-2.550
null	3.42100	1143	9.362	113.285	Cheng et al. (2004a)	"16H-4, 20-22"	140.600	147.160	Globigerinoides	G. ruber	1.190	-2.550	0.940	0.000	2.130	-2.550
null	1.59800	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 80-82"	70.200	77.040	Globigerinoides	G. ruber	1.210	-2.550	0.940	0.000	2.150	-2.550
null	3.07800	1143	9.362	113.285	Cheng et al. (2004a)	"14H-5, 90-92"	127.300	135.960	Globigerinoides	G. ruber	1.260	-2.550	0.940	0.000	2.200	-2.550
null	1.14100	1146	19.457	116.273	Clemens and Prell (2003)	null	134.235	143.035	Globigerinoides	G. ruber	1.730	-2.710	0.940	0.000	2.230	-2.550
null	0.95500	1143	9.362	113.285	Cheng et al. (2004a)	"5H-7, 70-72"	44.600	49.760	Globigerinoides	G. ruber	1.290	-2.550	0.940	0.000	2.230	-2.550
null	1.06700	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 130-132"	48.700	54.160	Globigerinoides	G. ruber	1.290	-2.550	0.940	0.000	2.230	-2.550
null	1.80000	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 40-42"	79.800	86.380	Globigerinoides	G. ruber	1.290	-2.550	0.940	0.000	2.230	-2.550
null	2.69800	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 110-112"	117.000	124.800	Globigerinoides	G. ruber	1.310	-2.550	0.940	0.000	2.250	-2.550
null	3.09900	1143	9.362	113.285	Cheng et al. (2004a)	"14H-6, 70-72"	128.600	137.260	Globigerinoides	G. ruber	1.350	-2.550	0.940	0.000	2.290	-2.550
null	1.60400	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 110-112"	70.500	77.340	Globigerinoides	G. ruber	1.360	-2.550	0.940	0.000	2.300	-2.550
null	1.86000	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 100-102"	81.400	88.780	Globigerinoides	G. ruber	1.370	-2.550	0.940	0.000	2.310	-2.550
null	2.13200	1143	9.362	113.285	Cheng et al. (2004a)	"11H-2, 100-102"	93.400	100.500	Globigerinoides	G. ruber	1.670	-2.550	0.940	0.000	2.610	-2.550
null	14.61700	871	5.557	172.345	Pearson and Shackleton (1995)	null	57.090	null	Globigerinoides	G. ruber	2.340	-2.550	0.940	0.000	3.280	-2.550
10.50500	10.58600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	263.290	275.510	Globigerinoides	G. sacculifer	1.721	-2.229	0.590	-0.320	2.311	-2.549
17.73400	17.62600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	355.210	367.430	Globigerinoides	G. sacculifer	1.835	-2.229	0.590	-0.320	2.425	-2.549
7.94900	7.98800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	224.310	236.530	Globigerinoides	G. sacculifer	1.723	-2.224	0.590	-0.320	2.313	-2.544
15.72000	15.69500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	322.610	334.830	Globigerinoides	G. sacculifer	2.644	-2.224	0.590	-0.320	3.234	-2.544
3.74400	3.74600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	155.310	167.530	Globigerinoides	G. sacculifer	1.300	-2.223	0.590	-0.320	1.890	-2.543
3.02900	3.02100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	145.160	157.380	Globigerinoides	G. ruber	0.340	-2.540	0.940	0.000	1.280	-2.540
null	0.91100	1143	9.362	113.285	Cheng et al. (2004a)	"5H-6, 40-42"	42.800	47.960	Globigerinoides	G. ruber	0.450	-2.540	0.940	0.000	1.390	-2.540
null	0.23800	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 40-42"	13.300	15.420	Globigerinoides	G. ruber	0.730	-2.540	0.940	0.000	1.670	-2.540
null	1.52000	1143	9.362	113.285	Cheng et al. (2004a)	"8H-4, 40-42"	67.300	73.120	Globigerinoides	G. ruber	0.770	-2.540	0.940	0.000	1.710	-2.540
null	0.36000	1143	9.362	113.285	Cheng et al. (2004a)	"3H-4, 80-82"	20.200	22.920	Globigerinoides	G. ruber	0.840	-2.540	0.940	0.000	1.780	-2.540
null	1.77800	1143	9.362	113.285	Cheng et al. (2004a)	"9H-5, 80-82"	78.700	85.280	Globigerinoides	G. ruber	0.860	-2.540	0.940	0.000	1.800	-2.540
null	0.28500	1143	9.362	113.285	Cheng et al. (2004a)	"2H-4, 120-122"	15.100	18.500	Globigerinoides	G. ruber	0.890	-2.540	0.940	0.000	1.830	-2.540
2.98200	2.97500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	144.660	156.880	Globigerinoides	G. ruber	0.900	-2.540	0.940	0.000	1.840	-2.540
null	1.78600	1143	9.362	113.285	Cheng et al. (2004a)	"9H-5, 110-112"	79.000	85.580	Globigerinoides	G. ruber	0.940	-2.540	0.940	0.000	1.880	-2.540
null	2.77300	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 40-42"	118.800	126.960	Globigerinoides	G. ruber	0.970	-2.540	0.940	0.000	1.910	-2.540
null	3.14900	1143	9.362	113.285	Cheng et al. (2004a)	"15H-2, 10-12"	130.500	138.820	Globigerinoides	G. ruber	0.980	-2.540	0.940	0.000	1.920	-2.540
null	1.31200	1146	19.457	116.273	Clemens and Prell (2003)	null	145.335	154.735	Globigerinoides	G. ruber	1.450	-2.700	0.940	0.000	1.950	-2.540
null	1.35900	1146	19.457	116.273	Clemens and Prell (2003)	null	148.835	157.535	Globigerinoides	G. ruber	1.450	-2.700	0.940	0.000	1.950	-2.540
2.71800	2.71600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	136.960	149.180	Globigerinoides	G. ruber	1.010	-2.540	0.940	0.000	1.950	-2.540
null	0.23600	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 30-32"	13.200	15.320	Globigerinoides	G. ruber	1.020	-2.540	0.940	0.000	1.960	-2.540
null	0.54500	1143	9.362	113.285	Cheng et al. (2004a)	"4H-2, 30-32"	30.200	31.860	Globigerinoides	G. ruber	1.020	-2.540	0.940	0.000	1.960	-2.540
null	1.04100	1143	9.362	113.285	Cheng et al. (2004a)	"6H-3, 20-22"	47.600	53.060	Globigerinoides	G. ruber	1.020	-2.540	0.940	0.000	1.960	-2.540
null	2.40600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 12-14"	103.520	110.980	Globigerinoides	G. ruber	1.210	-2.540	0.940	0.000	2.150	-2.540
null	2.64500	1143	9.362	113.285	Cheng et al. (2004a)	"13H-4, 30-32"	114.700	122.500	Globigerinoides	G. ruber	1.210	-2.540	0.940	0.000	2.150	-2.540
null	1.50400	1143	9.362	113.285	Cheng et al. (2004a)	"8H-3, 140-142"	66.800	72.620	Globigerinoides	G. ruber	1.310	-2.540	0.940	0.000	2.250	-2.540
3.39700	3.39700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	151.260	163.480	Globigerinoides	G. ruber	1.320	-2.540	0.940	0.000	2.260	-2.540
null	2.17800	1143	9.362	113.285	Cheng et al. (2004a)	"11H-3, 120-122"	95.100	102.200	Globigerinoides	G. ruber	1.520	-2.540	0.940	0.000	2.460	-2.540
null	2.48100	1143	9.362	113.285	Cheng et al. (2004a)	"12H-4, 30-32"	106.200	114.140	Globigerinoides	G. ruber	1.540	-2.540	0.940	0.000	2.480	-2.540
null	1.60200	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 100-102"	70.400	77.240	Globigerinoides	G. ruber	1.570	-2.540	0.940	0.000	2.510	-2.540
null	2.45000	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 50-52"	104.900	112.840	Globigerinoides	G. ruber	1.590	-2.540	0.940	0.000	2.530	-2.540
null	16.26800	871	5.557	172.345	Pearson and Shackleton (1995)	null	77.590	null	Globigerinoides	G. ruber	2.730	-2.540	0.940	0.000	3.670	-2.540
14.85600	14.84300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	303.310	315.530	Globigerinoides	G. sacculifer	2.116	-2.219	0.590	-0.320	2.706	-2.539
7.99200	8.03000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	225.360	237.580	Globigerinoides	G. sacculifer	2.235	-2.219	0.590	-0.320	2.825	-2.539
16.03700	15.99800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	330.410	342.630	Globigerinoides	G. sacculifer	2.805	-2.217	0.590	-0.320	3.395	-2.537
15.40700	15.39900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	315.200	327.420	Globigerinoides	G. sacculifer	2.197	-2.216	0.590	-0.320	2.787	-2.536
15.53300	15.51800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	318.110	330.330	Globigerinoides	G. sacculifer	2.147	-2.214	0.590	-0.320	2.737	-2.534
2.22700	2.22500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	119.010	130.560	Globigerinoides	G. ruber	0.190	-2.530	0.940	0.000	1.130	-2.530
2.30500	2.30400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	122.160	133.710	Globigerinoides	G. ruber	0.250	-2.530	0.940	0.000	1.190	-2.530
null	1.69800	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 10-12"	75.000	81.580	Globigerinoides	G. ruber	0.630	-2.530	0.940	0.000	1.570	-2.530
null	1.02400	1146	19.457	116.273	Clemens and Prell (2003)	null	126.240	134.840	Globigerinoides	G. ruber	1.100	-2.690	0.940	0.000	1.600	-2.530
null	0.95500	1146	19.457	116.273	Clemens and Prell (2003)	null	123.240	129.940	Globigerinoides	G. ruber	1.170	-2.690	0.940	0.000	1.670	-2.530
null	1.23000	1143	9.362	113.285	Cheng et al. (2004a)	"7H-2, 100-102"	55.400	60.960	Globigerinoides	G. ruber	0.800	-2.530	0.940	0.000	1.740	-2.530
null	3.02500	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 60-62"	125.500	134.160	Globigerinoides	G. ruber	0.840	-2.530	0.940	0.000	1.780	-2.530
null	1.74900	1143	9.362	113.285	Cheng et al. (2004a)	"9H-4, 120-122"	77.600	84.180	Globigerinoides	G. ruber	0.860	-2.530	0.940	0.000	1.800	-2.530
null	0.06000	1143	9.362	113.285	Cheng et al. (2004a)	"1H-1, 100-102"	1.000	4.200	Globigerinoides	G. ruber	0.940	-2.530	0.940	0.000	1.880	-2.530
2.91500	2.90900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	142.880	155.100	Globigerinoides	G. ruber	0.940	-2.530	0.940	0.000	1.880	-2.530
null	1.70700	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 70-72"	75.600	82.180	Globigerinoides	G. ruber	0.970	-2.530	0.940	0.000	1.910	-2.530
null	1.66600	1143	9.362	113.285	Cheng et al. (2004a)	"9H-1, 120-122"	73.100	79.680	Globigerinoides	G. ruber	1.000	-2.530	0.940	0.000	1.940	-2.530
null	1.17900	1143	9.362	113.285	Cheng et al. (2004a)	"6H-6, 140-142"	53.300	58.760	Globigerinoides	G. ruber	1.110	-2.530	0.940	0.000	2.050	-2.530
null	1.17000	1146	19.457	116.273	Clemens and Prell (2003)	null	136.535	144.785	Globigerinoides	G. ruber	1.680	-2.690	0.940	0.000	2.180	-2.530
null	2.71000	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 10-12"	117.500	125.300	Globigerinoides	G. ruber	1.370	-2.530	0.940	0.000	2.310	-2.530
null	2.56600	1143	9.362	113.285	Cheng et al. (2004a)	"13H-2, 10-12"	111.500	119.300	Globigerinoides	G. ruber	1.380	-2.530	0.940	0.000	2.320	-2.530
null	2.44200	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 20-22"	104.600	112.540	Globigerinoides	G. ruber	1.400	-2.530	0.940	0.000	2.340	-2.530
null	1.10900	1143	9.362	113.285	Cheng et al. (2004a)	"6H-4, 140-142"	50.300	55.760	Globigerinoides	G. ruber	1.430	-2.530	0.940	0.000	2.370	-2.530
